LastName,Region,Ethnicity,pred_1,pred_1_score,pred_2,pred_2_score
mathur,India,Asian,Asian,0.7,White,0.1
mathy,Belgium,White,White,0.9,Hispanic,0.1
mathys,Switzerland,White,White,0.5,Asian,0.3
matias,Angola,Black,White,0.5,Hispanic,0.4
matias,Portugal,White,White,0.5,Hispanic,0.4
mati,Croatia,White,Black,0.5,White,0.4
mati,Serbia,White,Black,0.5,White,0.4
matijevi,Serbia,White,White,0.8,Black,0.1
matilainen,Finland,White,White,1.0,N/A,-1.0
matilu,Kenya,Black,Black,1.0,N/A,-1.0
matse,Latvia,White,Black,0.9,Asian,0.1
matisons,Latvia,White,White,0.9,Hispanic,0.1
matkovi,Serbia,White,Hispanic,0.3,White,0.3
matkowska,Poland,White,White,1.0,N/A,-1.0
matkowski,Poland,White,White,1.0,N/A,-1.0
matlapeng,Botswana,Black,White,0.7,Hispanic,0.1
matlou,South Africa,Black,Black,0.9,White,0.1
matniyazova,Uzbekistan,White,White,1.0,N/A,-1.0
matoba,Japan,Asian,Asian,1.0,N/A,-1.0
matocha,Czech Republic,White,White,0.9,Asian,0.1
matola,Malawi,Black,Black,0.9,White,0.1
matonse,Mozambique,Black,White,0.6,Black,0.2
matoshko,Belarus,White,White,1.0,N/A,-1.0
matou,Czech Republic,White,Asian,0.5,White,0.4
matouek,Czech Republic,White,White,0.7,Hispanic,0.2
matras,Austria,White,White,1.0,N/A,-1.0
matrona,Curacao,Hispanic,White,0.6,Hispanic,0.2
matrood,Iraq,White,White,1.0,N/A,-1.0
matrosova,Ukraine,White,White,1.0,N/A,-1.0
matrosova,Kazakhstan,White,White,1.0,N/A,-1.0
matsa,Greece,White,White,0.8,Hispanic,0.2
matsenjwa,Swaziland,Black,Black,0.8,White,0.2
matsubara,Japan,Asian,Asian,0.9,Hispanic,0.1
matsuda,Japan,Asian,Asian,0.9,Hispanic,0.1
matsudaira,Japan,Asian,Asian,0.7,White,0.2
matsudo,Japan,Asian,Hispanic,0.4,Asian,0.4
matsuhashi,Japan,Asian,Asian,1.0,N/A,-1.0
matsui,Japan,Asian,Asian,1.0,N/A,-1.0
matsulevych,Russia,White,White,0.9,Asian,0.1
matsumiya,Japan,Asian,Asian,1.0,N/A,-1.0
matsumoto,Brazil,Hispanic,Asian,0.9,Hispanic,0.1
matsumoto,Japan,Asian,Asian,0.9,Hispanic,0.1
matsumura,Japan,Asian,Asian,1.0,N/A,-1.0
matsunaga,Japan,Asian,Asian,0.9,Hispanic,0.1
matsunaka,Japan,Asian,Asian,1.0,N/A,-1.0
matsuno,Japan,Asian,Asian,0.9,Hispanic,0.1
matsunobu,Japan,Asian,Asian,1.0,N/A,-1.0
matsuo,Japan,Asian,Asian,1.0,N/A,-1.0
matsuo,Brazil,Hispanic,Asian,1.0,N/A,-1.0
matsuoka,Japan,Asian,Asian,1.0,N/A,-1.0
matsura,Japan,Asian,Asian,0.7,Hispanic,0.2
matsushima,Japan,Asian,Asian,1.0,N/A,-1.0
matsushita,Japan,Asian,White,0.5,Hispanic,0.3
matsutomo,Japan,Asian,Asian,0.5,White,0.4
matsuura,Japan,Asian,Asian,0.9,Hispanic,0.1
matsuyama,Japan,Asian,Asian,1.0,N/A,-1.0
matsuzaka,Japan,Asian,Asian,1.0,N/A,-1.0
matsuzawa,Japan,Asian,Asian,0.5,White,0.4
matt,Austria,White,White,0.5,Hispanic,0.4
matt,Liechtenstein,White,White,0.5,Hispanic,0.4
mattan,Belgium,White,White,0.9,Hispanic,0.1
mattar,Brazil,Hispanic,Hispanic,0.5,White,0.3
mattel,Belgium,White,White,0.9,Hispanic,0.1
matter,Switzerland,White,White,0.7,Hispanic,0.2
matthaiou,Greece,White,White,1.0,N/A,-1.0
mattheus,Belgium,White,White,0.9,Black,0.1
matthews,New Zealand,Asian,White,0.6,Hispanic,0.3
matthews,Ireland,White,White,0.6,Hispanic,0.3
matthews,South Africa,Black,White,0.6,Hispanic,0.3
matthews,Jamaica,Hispanic,White,0.6,Hispanic,0.3
matthews,Saint Vincent,Hispanic,White,0.6,Hispanic,0.3
jouda,Sudan,White,White,0.5,Black,0.4
matthey,Switzerland,White,White,0.7,Asian,0.2
matthijsse,Netherlands,White,White,1.0,N/A,-1.0
matthysen,Belgium,White,White,0.9,Black,0.1
matti,Switzerland,White,White,0.8,Black,0.1
mattila,Finland,White,White,1.0,N/A,-1.0
mattioli,Brazil,Hispanic,White,0.8,Hispanic,0.2
mattiussi,Luxembourg,White,White,0.5,Hispanic,0.5
mattle,Switzerland,White,White,0.9,Hispanic,0.1
mattli,Switzerland,White,White,0.9,Hispanic,0.1
matton,Sweden,White,White,1.0,N/A,-1.0
mattson,Finland,White,White,0.8,Black,0.1
mattson,Sweden,White,White,0.8,Black,0.1
mattsson,Sweden,White,White,1.0,N/A,-1.0
mattsson,Finland,White,White,1.0,N/A,-1.0
matura,Czech Republic,White,White,1.0,N/A,-1.0
matura,Hungary,White,White,1.0,N/A,-1.0
matu,Serbia,White,Black,0.8,White,0.2
matuschek,Austria,White,White,0.9,Black,0.1
matusevich,Russia,White,White,1.0,N/A,-1.0
matusevich,Israel,White,White,1.0,N/A,-1.0
matushkin,Belarus,White,White,1.0,N/A,-1.0
matusiak,Poland,White,White,0.9,Hispanic,0.1
matusse,Mozambique,Black,Black,0.7,White,0.3
matuszek,Slovakia,White,White,1.0,N/A,-1.0
matute,Venezuela,Hispanic,Hispanic,1.0,N/A,-1.0
matvejev,Russia,White,White,1.0,N/A,-1.0
matveyev,Russia,White,White,1.0,N/A,-1.0
matveyeva,Kazakhstan,White,White,0.9,Hispanic,0.1
matveyeva,Russia,White,White,0.9,Hispanic,0.1
matvieiev,Ukraine,White,White,1.0,N/A,-1.0
matviichuk,Ukraine,White,White,1.0,N/A,-1.0
matviychuk,Ukraine,White,White,1.0,N/A,-1.0
matviyenko,Ukraine,White,White,1.0,N/A,-1.0
matviyenko,Kazakhstan,White,White,1.0,N/A,-1.0
matviyenko,Russia,White,White,1.0,N/A,-1.0
matwiejew,Poland,White,White,1.0,N/A,-1.0
matyas,Poland,White,White,0.9,Hispanic,0.1
matyjaszek,Poland,White,White,0.7,Hispanic,0.1
matykiewicz,Czech Republic,White,White,1.0,N/A,-1.0
matysiak,Poland,White,White,1.0,N/A,-1.0
matyukhin,Russia,White,White,1.0,N/A,-1.0
matyukhina,Russia,White,White,1.0,N/A,-1.0
matyushenko,Russia,White,White,1.0,N/A,-1.0
matz,Austria,White,White,0.9,Hispanic,0.1
matoka,Poland,White,Black,0.9,White,0.1
mauchien,Belgium,White,White,0.7,Black,0.2
maude,Nigeria,Black,Asian,0.5,Hispanic,0.2
mauer,Poland,White,White,0.8,Hispanic,0.1
mauff,South Africa,Black,White,0.8,Black,0.1
nge,Myanmar,Asian,Asian,0.4,White,0.3
tin,Myanmar,Asian,Asian,0.7,White,0.2
thant,Myanmar,Asian,Asian,0.9,White,0.1
rajan,Myanmar,Asian,White,0.5,Asian,0.2
rajan,Slovakia,White,White,0.5,Asian,0.2
maunsell,New Zealand,Asian,White,0.4,Asian,0.4
maurer,Switzerland,White,Hispanic,0.3,White,0.3
maurer,Austria,White,Hispanic,0.3,White,0.3
maurer,Luxembourg,White,Hispanic,0.3,White,0.3
maurice,Mauritius,White,White,0.7,Hispanic,0.3
maurice,Argentina,Hispanic,White,0.7,Hispanic,0.3
mauricio,Angola,Black,White,0.6,Hispanic,0.3
gausset,Chile,Hispanic,White,0.8,Asian,0.2
mauri,Latvia,White,White,0.5,Hispanic,0.4
mauris,Switzerland,White,Black,0.6,White,0.4
maurity,Brazil,Hispanic,Hispanic,0.5,White,0.3
mauritz,South Africa,Black,White,0.7,Asian,0.2
mauritz,Austria,White,White,0.7,Asian,0.2
maveau,Belgium,White,White,0.9,Black,0.1
mavec,Serbia,White,White,1.0,N/A,-1.0
mavrakis,Greece,White,White,0.8,Hispanic,0.2
mavri,Slovenia,White,White,0.9,Hispanic,0.1
mavridis,Greece,White,White,1.0,N/A,-1.0
mavridou,Greece,White,White,1.0,N/A,-1.0
mavriplis,Greece,White,White,0.7,Asian,0.2
mavrodieva,Bulgaria,White,White,1.0,N/A,-1.0
mavrogeni,Greece,White,White,1.0,N/A,-1.0
mavrogenis,Greece,White,White,1.0,N/A,-1.0
mavrogiorgos,Greece,White,White,0.6,Hispanic,0.3
mavroidis,Greece,White,White,0.9,Hispanic,0.1
mavrommatis,Greece,White,White,1.0,N/A,-1.0
mavrotas,Greece,White,White,0.7,Black,0.3
mavrovi,Serbia,White,White,0.7,Black,0.3
mavrovi,Croatia,White,White,0.7,Black,0.3
mawatari,Japan,Asian,Asian,1.0,N/A,-1.0
maweni,Botswana,Black,Black,0.8,White,0.2
mawer,Ireland,White,White,0.5,Hispanic,0.3
mawi,Indonesia,Asian,Black,0.5,White,0.5
maxa,Czech Republic,White,White,0.9,Black,0.1
maxwell,Luxembourg,White,Asian,0.5,White,0.4
maxwell,Barbados,Hispanic,Asian,0.5,White,0.4
maxwell,Ireland,White,Asian,0.5,White,0.4
maxwell,South Africa,Black,Asian,0.5,White,0.4
may,Hungary,White,White,0.4,Hispanic,0.4
may,Austria,White,White,0.4,Hispanic,0.4
may,Luxembourg,White,White,0.4,Hispanic,0.4
may,Brazil,Hispanic,White,0.4,Hispanic,0.4
dodera,Uruguay,Hispanic,White,0.5,Hispanic,0.5
mayagoitia,Mexico,Hispanic,Hispanic,0.8,Black,0.1
mayal,Brazil,Hispanic,Hispanic,0.6,White,0.3
mayan,Israel,White,Hispanic,0.9,Black,0.1
mayanja,Uganda,Black,Black,0.9,White,0.1
mayanja,Sweden,White,Black,0.9,White,0.1
mayberry,South Africa,Black,Asian,0.4,Hispanic,0.3
mayerhofer,Austria,White,White,0.8,Black,0.2
mayers,Barbados,Hispanic,White,0.4,Asian,0.3
mayers,Saint Vincent,Hispanic,White,0.4,Asian,0.3
mayhew,South Africa,Black,Hispanic,0.4,White,0.4
mayol,Argentina,Hispanic,Hispanic,0.8,White,0.1
equioiz,Argentina,Hispanic,White,0.7,Hispanic,0.3
mayorov,Russia,White,White,1.0,N/A,-1.0
mayouf,Kuwait,White,White,1.0,N/A,-1.0
mayr,Austria,White,White,0.8,Hispanic,0.2
mayr,Switzerland,White,White,0.8,Hispanic,0.2
mayrhofer,Austria,White,White,1.0,N/A,-1.0
mayrin,Israel,White,White,0.9,Black,0.1
maysonet,Puerto Rico,Hispanic,White,0.5,Hispanic,0.4
maystrenko,Russia,White,White,1.0,N/A,-1.0
maytakov,Russia,White,White,1.0,N/A,-1.0
larez,Venezuela,Hispanic,White,0.7,Hispanic,0.3
maz,Slovakia,White,Hispanic,0.5,White,0.3
mazaheri,Iran,White,White,1.0,N/A,-1.0
mazairac,Netherlands,White,White,1.0,N/A,-1.0
mazanov,Russia,White,White,1.0,N/A,-1.0
mazny,Hungary,White,White,1.0,N/A,-1.0
mazarakis,Greece,White,White,0.9,Black,0.1
bitron,Guatemala,Hispanic,White,1.0,N/A,-1.0
maze,Denmark,White,White,0.6,Hispanic,0.2
maze,Slovenia,White,White,0.6,Hispanic,0.2
mazereeuw,Netherlands,White,White,0.7,Hispanic,0.2
mazhar,Egypt,White,White,0.5,Asian,0.5
mazi,Croatia,White,White,1.0,N/A,-1.0
mazikin,Ukraine,White,White,0.9,Hispanic,0.1
mazilu,Romania,White,White,1.0,N/A,-1.0
mazin,Russia,White,White,0.6,Asian,0.3
mazina,Russia,White,White,1.0,N/A,-1.0
mazis,Greece,White,White,1.0,N/A,-1.0
maziya,Swaziland,Black,Black,1.0,N/A,-1.0
mazloomi,Iran,White,White,1.0,N/A,-1.0
mazoch,Czech Republic,White,White,1.0,N/A,-1.0
mazou,Republic of Congo,Black,White,0.9,Black,0.1
mazouz,Gabon,Black,White,0.7,Black,0.2
mazovka,Russia,White,White,1.0,N/A,-1.0
mazovka,Belarus,White,White,1.0,N/A,-1.0
mazuka,Japan,Asian,Asian,1.0,N/A,-1.0
mazumdar,India,Asian,White,0.7,Black,0.1
mazunov,Russia,White,White,1.0,N/A,-1.0
mazur,Hungary,White,White,0.5,Hispanic,0.3
mazur,Poland,White,White,0.5,Hispanic,0.3
mazur,Ukraine,White,White,0.5,Hispanic,0.3
mazura,Czech Republic,White,White,1.0,N/A,-1.0
mazurek,Poland,White,White,0.9,Hispanic,0.1
mazurkevich,Belarus,White,White,1.0,N/A,-1.0
mazurov,Czech Republic,White,White,0.7,Hispanic,0.3
mazuryk,Ukraine,White,White,0.9,Black,0.1
mazzali,Uruguay,Hispanic,White,0.4,Hispanic,0.3
mazzilli,Argentina,Hispanic,White,0.7,Hispanic,0.2
mazzoleni,Switzerland,White,White,0.5,Hispanic,0.4
maar,Serbia,White,White,0.9,Hispanic,0.1
maysa,Poland,White,White,0.5,Black,0.3
dem,Cameroon,Black,Black,0.7,White,0.3
nchama,Equatorial Guinea,Black,Black,0.6,White,0.3
mbachu,Nigeria,Black,Black,1.0,N/A,-1.0
atangana,Cameroon,Black,Black,0.7,White,0.2
loundou,Cameroon,Black,White,0.8,Hispanic,0.2
mbangiwa,Botswana,Black,Black,1.0,N/A,-1.0
mbanugo,Nigeria,Black,Black,0.8,White,0.2
mbao,Zambia,Black,Black,0.8,White,0.1
mbarek,Tunisia,White,White,1.0,N/A,-1.0
mbazira,Uganda,Black,Black,0.5,White,0.3
mbenza,Democratic Republic of the Congo,Black,Black,0.7,White,0.2
etoundi,Cameroon,Black,Black,0.8,White,0.2
mbingui,Gabon,Black,White,0.8,Hispanic,0.1
mbodj,Senegal,Black,Black,0.9,White,0.1
adhiambo,Kenya,Black,Black,0.9,White,0.1
mboua,Cameroon,Black,Black,0.8,White,0.2
mboumba,Gabon,Black,Black,0.7,White,0.3
mbugua,Kenya,Black,Black,0.9,White,0.1
mbuta,Kenya,Black,White,0.8,Asian,0.1
mbuyi,Democratic Republic of the Congo,Black,Black,1.0,N/A,-1.0
mcaleese,New Zealand,Asian,Asian,0.4,White,0.4
mcalister,New Zealand,Asian,White,0.8,Asian,0.2
mcarthur,South Africa,Black,Asian,0.4,Hispanic,0.3
mcarthur,Guyana,Hispanic,Asian,0.4,Hispanic,0.3
mcauley,New Zealand,Asian,Hispanic,0.4,Asian,0.4
mcbeath,Zimbabwe,White,White,0.4,Asian,0.2
mcbride,Ireland,White,White,0.7,Asian,0.3
mccabe,Sweden,White,White,0.7,Asian,0.2
mccafferty,Ireland,White,Asian,0.4,White,0.3
mccall,South Africa,Black,Asian,0.5,White,0.2
mccallum,Jamaica,Hispanic,White,0.6,Black,0.3
mccambridge,Ireland,White,Hispanic,0.4,White,0.4
mccandless,Ireland,White,Asian,0.4,White,0.4
mccann,Ireland,White,Asian,0.4,Hispanic,0.3
mccann,South Africa,Black,Asian,0.4,Hispanic,0.3
mccarthy,South Africa,Black,Hispanic,0.4,Asian,0.3
mccarthy,Ireland,White,Hispanic,0.4,Asian,0.3
mccarthy,Norway,White,Hispanic,0.4,Asian,0.3
mccartney,New Zealand,Asian,White,0.5,Asian,0.3
mccauley,Ireland,White,White,0.8,Hispanic,0.2
mccleane,Ireland,White,White,1.0,N/A,-1.0
mcclure,Ireland,White,White,0.4,Asian,0.3
mccoll,New Zealand,Asian,Hispanic,0.6,White,0.4
mcconnochie,New Zealand,Asian,White,0.5,Hispanic,0.3
mccorkindale,South Africa,Black,White,0.3,Hispanic,0.3
mccormack,Ireland,White,White,0.7,Hispanic,0.2
mccormack,New Zealand,Asian,White,0.7,Hispanic,0.2
mccosh,China,Asian,Asian,0.4,White,0.4
mccourt,Ireland,White,White,0.6,Asian,0.2
mccoy,Ireland,White,Asian,0.5,White,0.3
mccrea,Ireland,White,Asian,0.6,White,0.3
mccullagh,Ireland,White,Asian,0.5,White,0.3
mccullough,Ireland,White,White,0.4,Hispanic,0.2
mccurley,Ireland,White,White,0.5,Hispanic,0.3
mccusker,Ireland,White,White,0.6,Asian,0.3
mcdade,South Africa,Black,White,0.8,Hispanic,0.1
mcdaid,Ireland,White,White,0.4,Asian,0.2
mcdonagh,Ireland,White,White,0.5,Asian,0.3
mcdonnell,Ireland,White,White,0.4,Asian,0.3
mcdonough,Ireland,White,Asian,0.3,Black,0.3
mcdowell,New Zealand,Asian,Asian,0.5,Hispanic,0.2
mceachrane,Trinidad,Hispanic,Asian,0.7,Hispanic,0.2
mcelligott,Ireland,White,White,0.8,Asian,0.2
mcfadden,Zimbabwe,White,White,0.8,Asian,0.1
mcfarlane,Jamaica,Hispanic,White,0.6,Hispanic,0.3
mcgann,Ireland,White,White,0.4,Asian,0.3
mcgarry,Ireland,White,Asian,0.4,White,0.3
mcgee,Ireland,White,Asian,0.4,White,0.4
mcgeorge,New Zealand,Asian,White,0.8,Asian,0.2
mcginn,Ireland,White,White,0.9,Hispanic,0.1
mcglinchey,New Zealand,Asian,White,0.8,Hispanic,0.1
mcgovern,Ireland,White,White,0.6,Hispanic,0.2
mcgowan,Ireland,White,Hispanic,0.3,White,0.3
mcgown,Zimbabwe,White,White,0.5,Asian,0.4
mcgrath,Ireland,White,Asian,0.5,White,0.4
mcgregor,New Zealand,Asian,White,0.4,Hispanic,0.3
mcgregor,Jamaica,Hispanic,White,0.4,Hispanic,0.3
mcgregor,South Africa,Black,White,0.4,Hispanic,0.3
mcgrory,Ireland,White,Asian,0.5,White,0.3
mcguigan,Ireland,White,White,0.4,Asian,0.3
mcguirk,Ireland,White,White,0.6,Asian,0.4
mchugh,Ireland,White,Asian,0.4,Hispanic,0.3
mcilroy,New Zealand,Asian,White,0.4,Asian,0.3
mcindoe,New Zealand,Asian,Asian,0.5,White,0.3
mcintosh,New Zealand,Asian,Asian,0.5,Black,0.2
mcintosh,South Africa,Black,Asian,0.5,Black,0.2
mcintosh,Liberia,Black,Asian,0.5,Black,0.2
mcintosh,Jamaica,Hispanic,Asian,0.5,Black,0.2
mcintosh,Bulgaria,White,Asian,0.5,Black,0.2
mcintosh,Bahamas,Hispanic,Asian,0.5,Black,0.2
mcintyre,New Zealand,Asian,White,0.7,Asian,0.3
mcintyre,Ireland,White,White,0.7,Asian,0.3
mckay,Ireland,White,White,0.6,Hispanic,0.2
mckay,Jamaica,Hispanic,White,0.6,Hispanic,0.2
mckee,Iceland,White,Hispanic,0.4,Asian,0.3
mckee,Ireland,White,Hispanic,0.4,Asian,0.3
mckeon,Ireland,White,White,0.5,Black,0.2
mckiernan,Ireland,White,Asian,0.6,White,0.3
mckinney,Bahamas,Hispanic,White,0.6,Hispanic,0.3
mckinnon,New Zealand,Asian,Hispanic,0.4,Asian,0.3
mcknight,Trinidad,Hispanic,White,0.5,Hispanic,0.3
mckoy,Austria,White,Asian,0.4,White,0.3
mckoy,Jamaica,Hispanic,Asian,0.4,White,0.3
mclachlan,South Africa,Black,White,0.7,Hispanic,0.2
mclaughlin,Ireland,White,White,0.5,Asian,0.3
mclaverty,Ireland,White,White,1.0,N/A,-1.0
mclean,Ireland,White,White,0.5,Hispanic,0.2
mclean,New Zealand,Asian,White,0.5,Hispanic,0.2
mclean,Cayman Islands,Hispanic,White,0.5,Hispanic,0.2
mclean,Guyana,Hispanic,White,0.5,Hispanic,0.2
mclean,Trinidad,Hispanic,White,0.5,Hispanic,0.2
mcleay,New Zealand,Asian,Asian,0.6,Black,0.2
mcleish,New Zealand,Asian,White,0.4,Asian,0.4
mcleod,New Zealand,Asian,White,0.3,Asian,0.3
mcleod,Jamaica,Hispanic,White,0.3,Asian,0.3
mclernon,Ireland,White,White,0.5,Black,0.3
mcloughlin,Ireland,White,Asian,0.4,Black,0.3
mcloughlin,Zambia,Black,Asian,0.4,Black,0.3
mcmahon,Ireland,White,White,0.4,Hispanic,0.3
mcmanus,Ireland,White,White,0.7,Hispanic,0.2
mcmaster,South Africa,Black,White,0.6,Asian,0.2
mcmenamin,Ireland,White,Asian,0.4,White,0.3
mcmiken,New Zealand,Asian,White,0.8,Asian,0.1
mcmillan,New Zealand,Asian,Asian,0.3,White,0.3
mcmillen,New Zealand,Asian,Asian,0.5,White,0.4
mcmurray,Philippines,Asian,White,0.5,Asian,0.2
mcnab,Belize,Hispanic,White,0.8,Hispanic,0.2
mcnally,Ireland,White,White,0.6,Hispanic,0.4
mcnamara,Ireland,White,White,0.7,Hispanic,0.2
mcneil,Jamaica,Hispanic,White,0.7,Hispanic,0.2
mcneilly,Trinidad,Hispanic,Asian,0.4,White,0.3
mcpherson,Brazil,Hispanic,Hispanic,0.3,White,0.3
mcpherson,New Zealand,Asian,Hispanic,0.3,White,0.3
mcpherson,Jamaica,Hispanic,Hispanic,0.3,White,0.3
mcphun,Zimbabwe,White,White,0.5,Asian,0.3
mcquaid,Ireland,White,White,0.6,Asian,0.2
mcsweeney,Ireland,White,White,0.5,Asian,0.2
mctaggart,Cayman Islands,Hispanic,Hispanic,0.4,White,0.4
mcwatt,Guyana,Hispanic,White,0.6,Asian,0.2
mcwilliam,Ireland,White,White,0.4,Black,0.3
mcwilliams,South Africa,Black,White,0.8,Hispanic,0.2
mdluli,Swaziland,Black,Black,0.9,Asian,0.1
meadow,Ireland,White,White,1.0,N/A,-1.0
meaklim,South Africa,Black,White,0.8,Asian,0.2
meana,Argentina,Hispanic,Hispanic,1.0,N/A,-1.0
kheng,Cambodia,Asian,White,0.9,Black,0.1
meawad,Egypt,White,White,0.7,Asian,0.1
mebarek,Algeria,White,White,0.8,Hispanic,0.1
mebarki,Algeria,White,White,0.8,Hispanic,0.2
mechelynck,Belgium,White,White,0.9,Black,0.1
mechkov,Bulgaria,White,White,1.0,N/A,-1.0
mecser,Hungary,White,White,1.0,N/A,-1.0
medalen,Norway,White,White,0.8,Hispanic,0.1
medany,Egypt,White,White,1.0,N/A,-1.0
meddah,Algeria,White,White,1.0,N/A,-1.0
medennikov,Russia,White,White,0.9,Hispanic,0.1
medgyesi,Hungary,White,White,0.9,Hispanic,0.1
medhat,Egypt,White,White,1.0,N/A,-1.0
weldeslassie,Eritrea,Black,White,0.9,Black,0.1
bueso,Honduras,Hispanic,White,0.7,Asian,0.2
pegram,Mexico,Hispanic,White,0.7,Hispanic,0.2
gantier,Boliva,Hispanic,White,0.6,Hispanic,0.2
mednov,Russia,White,White,1.0,N/A,-1.0
medor,Mauritius,White,White,0.8,Asian,0.2
medoua,Cameroon,Black,Black,1.0,N/A,-1.0
cuellar,El Salvador,Hispanic,Hispanic,0.9,White,0.1
cuellar,Colombia,Hispanic,Hispanic,0.9,White,0.1
toj,Guatemala,Hispanic,White,0.9,Hispanic,0.1
medick,Czech Republic,White,White,0.7,Hispanic,0.2
medik,Slovakia,White,White,0.9,Asian,0.1
medveczky,Hungary,White,White,1.0,N/A,-1.0
medved,Russia,White,White,1.0,N/A,-1.0
medved,Slovenia,White,White,1.0,N/A,-1.0
medvedev,Belarus,White,White,1.0,N/A,-1.0
medvedev,Russia,White,White,1.0,N/A,-1.0
medvedev,Kazakhstan,White,White,1.0,N/A,-1.0
medvedeva,Russia,White,White,0.5,Asian,0.3
medvediev,Ukraine,White,White,1.0,N/A,-1.0
meech,New Zealand,Asian,White,0.5,Black,0.2
meehan,New Zealand,Asian,White,0.8,Asian,0.2
meena,India,Asian,Hispanic,0.4,White,0.4
meerholz,South Africa,Black,White,1.0,N/A,-1.0
meesen,Belgium,White,White,1.0,N/A,-1.0
meeus,Belgium,White,White,0.9,Hispanic,0.1
meeuwis,Netherlands,White,White,1.0,N/A,-1.0
meeuwsen,Netherlands,White,White,0.9,Hispanic,0.1
pioresan,Brazil,Hispanic,White,0.7,Hispanic,0.2
megahed,Egypt,White,White,1.0,N/A,-1.0
megdich,Qatar,White,White,1.0,N/A,-1.0
megersa,Ethiopia,Black,Black,0.7,White,0.3
meghoo,Jamaica,Hispanic,White,1.0,N/A,-1.0
megli,Slovenia,White,White,0.7,Hispanic,0.3
megrelishvili,Russia,White,White,1.0,N/A,-1.0
meguro,Japan,Asian,White,1.0,N/A,-1.0
megyerdi,Hungary,White,White,0.5,Black,0.2
mehar,India,Asian,Asian,0.6,White,0.4
mehari,Eritrea,Black,White,0.4,Black,0.4
mehdi,Yemen,White,White,0.6,Black,0.2
mehdiyev,Azerbaijan,White,White,0.9,Asian,0.1
meheux,Sierra Leone,Black,White,0.7,Black,0.2
mehinto,Benin,Black,Black,0.6,Hispanic,0.2
mehle,Slovenia,White,White,0.8,Black,0.1
mehlich,Poland,White,White,1.0,N/A,-1.0
mehlmann,Hungary,White,White,0.8,Hispanic,0.2
mehmedi,Switzerland,White,White,0.9,Hispanic,0.1
mehra,India,Asian,Asian,0.5,White,0.2
roudbaneh,Iran,White,White,0.8,Asian,0.2
mehrabi,Iran,White,White,1.0,N/A,-1.0
mehren,Norway,White,White,0.8,Asian,0.1
mehrez,Egypt,White,White,0.7,Hispanic,0.2
mehrizi,Tunisia,White,White,1.0,N/A,-1.0
mehta,India,Asian,White,0.4,Hispanic,0.3
xiaohan,China,Asian,Asian,1.0,N/A,-1.0
zhibin,China,Asian,Asian,1.0,N/A,-1.0
meichtry,Switzerland,White,White,0.9,Hispanic,0.1
meidlinger,Austria,White,White,1.0,N/A,-1.0
meighan,Belize,Hispanic,White,0.4,Hispanic,0.3
meija,Latvia,White,White,0.9,Hispanic,0.1
thijssen,Netherlands,White,White,0.9,Hispanic,0.1
meiland,Netherlands,White,White,1.0,N/A,-1.0
meiler,Switzerland,White,White,1.0,N/A,-1.0
meili,Switzerland,White,White,0.4,Asian,0.3
meimer,Estonia,White,White,0.7,Black,0.2
meineke,South Africa,Black,White,0.9,Hispanic,0.1
meinhard,Switzerland,White,White,0.9,Asian,0.1
meintjes,South Africa,Black,White,0.6,Black,0.3
meipariani,Russia,White,White,0.9,Asian,0.1
meira,Portugal,White,Hispanic,0.5,White,0.4
meireles,Portugal,White,Hispanic,0.6,White,0.3
meirhaeghe,Belgium,White,White,0.7,Hispanic,0.2
meiri,Israel,White,White,0.8,Hispanic,0.1
meiring,South Africa,Black,White,0.6,Hispanic,0.3
meisl,Austria,White,White,0.7,Hispanic,0.2
meisser,Switzerland,White,White,0.9,Black,0.1
meissner,Austria,White,White,0.8,Hispanic,0.2
meissnitzer,Austria,White,White,1.0,N/A,-1.0
meister,Switzerland,White,White,0.8,Hispanic,0.2
meisterhans,Switzerland,White,White,0.9,Black,0.1
mit,Ivory Coast,Black,Hispanic,0.7,White,0.3
meixner,Austria,White,White,0.8,Black,0.2
eusebio,Dominican Republic,Hispanic,Hispanic,0.6,White,0.4
mejas,Venezuela,Hispanic,White,0.9,Black,0.1
mejsak,Poland,White,White,1.0,N/A,-1.0
mekhimar,Egypt,White,White,0.8,Hispanic,0.1
mekhnache,Algeria,White,White,0.7,Black,0.3
mekhontsev,Russia,White,White,0.9,Hispanic,0.1
meki,Bosnia and Herzegovina,White,White,0.4,Black,0.4
mekin,Egypt,White,White,0.8,Black,0.1
mekoa,South Africa,Black,Black,0.9,White,0.1
mekonnen,Ethiopia,Black,Black,0.8,White,0.2
meladinis,Greece,White,White,1.0,N/A,-1.0
melamed,Israel,White,White,0.7,Hispanic,0.2
melander,Sweden,White,White,0.9,Hispanic,0.1
melanin,Russia,White,White,0.9,Hispanic,0.1
tchassem,Cameroon,Black,Black,1.0,N/A,-1.0
melaragno,Brazil,Hispanic,Hispanic,0.5,White,0.4
melberg,Norway,White,White,0.8,Hispanic,0.1
melcer,Poland,White,White,0.8,Hispanic,0.2
borquez,Chile,Hispanic,Hispanic,0.8,Asian,0.1
melchers,Belgium,White,White,1.0,N/A,-1.0
poppel,Netherlands,White,White,1.0,N/A,-1.0
melchert,Brazil,Hispanic,White,0.8,Black,0.2
melchior,Austria,White,White,0.7,Hispanic,0.2
huiza,Peru,Hispanic,Hispanic,0.9,White,0.1
melckebeke,Belgium,White,White,1.0,N/A,-1.0
